Id,Title,Name,URL
CZE,"News from the Czech Republic, English-language monthly.",The Prague Tribune,http://www.prague-tribune.cz/
CZE,"Ceska televize, the public service television in the Czech Republic.",Czech Television (CT),http://www.ceskatelevize.cz/
CZE," Radio Praha, the international service of Czech Radio, with news in 6 languages. ","Radio
Prague",http://www.radio.cz/
DNK, National daily newspaper based in Copenhagen.,Berlingske,http://www.b.dk/
DNK, Danish daily newspaper specialising in business news. , Brsen,http://borsen.dk/
DNK, The Danish news in English.,The Copenhagen Post,http://www.cphpost.dk/
DNK, National and international news (in Danish),Ekstra Bladet,http://www.ekstrabladet.dk/
DNK, Danish newspaper.,Information,https://www.information.dk/
DNK, Danish webportal (in Danish),Jubii,http://www.jubii.dk/
DNK, A Danish daily.,Jyllands-Posten,http://www.jp.dk/
DNK, Danish daily broadsheet newspaper (in Danish),Politiken,http://politiken.dk/
DNK, The Danish Broadcasting Corporation.,DR Online,https://www.dr.dk/
DNK, Publicly owned television station based in Odense. ,TV 2,http://tv2.dk/
DJI,,News,news.html
DJI, State news agency with Djibouti national and regional news (in French),Agence Djiboutienne d'Information,http://www.adi.dj/
DJI, A government-owned daily (in French),La Nation,http://www.lanation.dj/
DJI," Provides news from Djibouti, Somalia and Ethiopia (in English and French)",Djibnet,http://www.djibnet.com/en/
DJI,,"Radiodiffusion T¨¦l¨¦vision
de Djibouti",http://www.rtd.dj/
DMA,,News,news.html
DMA, The Caribbean news portal Dominica Vibes.,Da Vibes,https://www.dominicavibes.dm/
DMA, Dominican community web site provides also regional news.,News Dominica,http://dominicanewsonline.com/news/
DMA,,Dominica Broadcasting Services,http://news.dbcradio.net/
DMA,,Kairi FM,http://www.kairifm.com/
DOM, National and international news (in Spanish).,XXelCaribe,http://www.elcaribe.com.do/
DOM, National News (in Spanish).,Hoy,http://www.hoy.com.do/
DOM, News from the Dominican Republic (in Spanish). ,Listin Digital,http://www.listindiario.com/
DOM, Dominicana News. ,Rinc¨®n Dominicano,http://rincondominicano.com/
DOM,,Antena Latina,http://www.antenalatina7.com/
DOM, Corporacion Estatal de Radio y Television.,Canal4 RD,http://canal4rd.com/
DOM, Resource for information regarding the Dominican Republic. ,DR1,http://www.dr1.com/
TLS2, Timor Leste (in Tetum).,Diario Nacional,http://www.jndiario.com/
TLS2, East Timor National Newspaper (in Tetum and Portuguese).,Suara Timor Lorosae,http://suara-timor-lorosae.com/
TLS2, Translated to English news from East Timor.,Guide Post,https://www.guideposttimor.com/
TLS2, ,"RTTL Radio-Televiso Timor
Leste",http://rttlep.tl/en/
TLS2, With links to Timor-Leste related news and background information.,"BBC
News Country Profile: East Timor",http://news.bbc.co.uk/1/hi/world/asia-pacific/country_profiles/1508119.stm
TLS2, Provides up-to-date news. ,"East Timor Action Network/U.S.
Homepage",http://www.etan.org/
TLS2, Reuters news. ,Reuters AlertNet - East Timor nation-building,http://www.alertnet.org/db/crisisprofiles/TP_NAT.htm
TLS2, The Guardian with news on Timor-Leste. ,The Guardian: East Timor,https://www.theguardian.com/world/timor-leste
TLS2, Amnesty International Reports.,Amnesty International: Timor-Leste,https://www.amnesty.org/en/countries/asia-and-the-pacific/timor-leste/
TLS2, Background Briefings.,Human Rights Watch: Timor-Leste,https://hrw.org/doc/?t=asia&c=eastti
TLS2, Annual report about Press freedom in the country. ,Reporters sans fronti¨¨res - Timor-Leste,https://rsf.org/en/east-timor
ECU,,News,news.html
ECU,,RSF,https://rsf.org/en/ecuador
ECU," National and international news, Quito (Espaol).",La Hora,https://www.lahora.com.ec/
ECU," National and international news, Quito (Espaol).",Hoy Digital,http://www.hoy.es/
ECU," National and international news, Guayaquil (Espaol).",El Tel¨¦grafo,http://www.telegrafo.com.ec/
ECU," National and international news, Guayaquil (Espaol). ",eluniverso.com,http://www.eluniverso.com/
SLV,,News,news.html
SLV, El Salvador News paper (in Spanish),El Diario de Hoy,http://www.elsalvador.com/
SLV, Weekly with local and Latin American news (in Spanish),El Faro,http://www.elfaro.net/
SLV,,Diario Co Latino,http://www.diariocolatino.com/
SLV, El Salvador News (in Spanish). ,Diario El Mundo,http://www.elmundo.com.sv/
SLV, El Salvador News paper (in Spanish),La Prensa Gr¨¢fica,http://www.laprensagrafica.com/
SLV,,Agape TV,http://www.agapetv8.com/
SLV, Canal Cuatro (Canal 4),Canal 12,http://www.canal12.com.sv/
SLV,,Telecorporaci¨®n Salvadorea,http://esmitv.com/
SLV, Group of ,Corporaci¨®n YSKL,http://www.radioyskl.com/quienes-somos
GNQ,,Reporters Without Borders,https://rsf.org/en/ranking
GNQ, Equatorial Guinea news section of the government website.,Equatorial Guinea News,http://www.guineaecuatorialpress.com/buscador.php?cat=11
GNQ, Monthly magazine.,La Gaceta de Guinea Ecuatorial,http://www.lagacetadeguinea.com/
GNQ,,Gaceta de Guinea,http://www.gacetadeguinea.com/
GNQ, Current news provided by Afrol News.,"Afrol
News",http://www.afrol.com/countries/equatorial_guinea
GNQ," Equatorial Guinea news (in English, French, Portugues and Arabic).",Panapress,http://www.panapress.com/paysindexlat.asp?code=eng017
GNQ, Latest news from Equatorial Guinea by the UN humanitarian news and information service. ,"IRIN
News Equatorial Guinea",http://www.irinnews.org/Country/GQ/Equatorial-Guinea
ERI,,CPJ - the The Committee to Protect Journalists,https://www.cpj.org/attacks04/africa04/eritrea.html
ERI,,Reporters Without Borders,http://en.rsf.org/eritrea.html
ERI," ""Welcome to the real Eritrean website"". ",Alenalki,http://www.alenalki.com/
ERI, Eritrea News in Tigrinia and English.,News Asmarino Com,http://asmarino.com/
ERI," Eritrean Community OnLine Network, provides up-to-date Eritrean related news from various sources.",DEHAI,http://www.dehai.org/
ERI,,Shabait,http://www.shabait.com/
ERI, Eritrea related news from The Guardian.,The Guardian - Eritrea ,https://www.theguardian.com/world/eritrea
ERI, UN humanitarian news and information service with recent news on Eritrea. ,www.IRINnews.org,http://www.irinnews.org/Country/ER/Eritrea
EST, Estonian News (in Estonian).,Eesti Ekspress,http://www.ekspress.ee/
EST, Baltic and Estonian News (in Estonian).,Eesti Pevaleht,http://www.epl.ee/
EST, Baltic and Estonian News (in Estonian). ,SL htuleht,http://www.sloleht.ee/
EST,,Baltic News Service,http://www.bns.ee/
EST, ERR News - Estonian Public Broadcasting News in English,Eesti Televisioon,http://news.err.ee/
FRO, Faroese national newspaper (in Faroese).,Dimmaltting,http://www.dimma.fo/
FRO, Faroese national newspaper (in Faroese). ,Sosialurin,http://www.sosialurin.fo/
FRO, Faroese portal with news feed (in Faroese). ,Portal.fo - froyski portalurin,http://www.portal.fo/
FRO," run by world news network, has some Faroe Islands related news. ",Faroe Times,http://www.faroetimes.com/
FRO," Broadcasting Faroe Islands, the Faroese Radio and Television. ",Kringvarp Froya,http://kvf.fo/
FJI,,News,news.html
FJI, Fiji Islands News.,fijilive.com,http://www.fijilive.com/
FJI, Fiji Times online news.,Fiji Times,http://www.fijitimes.com/
FJI, Fiji news. ,Fijivillage.com,http://www.fijivillage.com/
FJI, Pacific Islands related News.,"Pacific
Islands Report",http://pidp.eastwestcenter.org/pireport/text.shtml
FJI,,Pacific Islands News Association,http://www.pina.com.fj/
FJI,,Radio Fiji,http://rf1.fbc.com.fj/
FIN, International Edition.,Helsingin Sanomat,http://www.helsinki-hs.net/
FIN, Daily news updates.,NewsRoom Finland,http://virtual.finland.fi/news/
FIN, ,Finnish News Agency STT,http://www.stt.fi/
FIN, English language headline news. ,"News from Finnish News
Agency STT",https://finland.fi/news/
FIN, With Links to Finnish Newspapers.,Finnish Newspapers Association,http://www.sanomalehdet.fi/
FIN,,YLE Radio Finland,http://yle.fi/
GUF, News from Saint-Laurent du Maroni and French Guiana (in French).,97320.com,http://www.97320.com/
GUF, The little Journal of Kourou (in French).,blada,http://www.blada.com/
PYF,,News,news.html
PYF, Tahiti news magazine (in French).,Tahiti Pacifique,http://www.tahiti-pacifique.com/
PYF, Tahitian press agency. ,tahitipresse,http://www.tahitinews.co/
GAB," Radio Africaine, a pan-African broadcaster based in Gabon (in French).",Africa No1,http://www.africa1.com/
GAB, Gabon related website with news from the country (in French),XXGabon Flash,http://www.flashgabon.com/
GAB, Gabon related news by the UN news agency.,"IRIN
News",https://www.irinnews.org/afrique/afrique-de-louest/gabon
GMB,"<a href=""press_freedom.htm"">2016 World Press Freedom Index</a>",Reporters Without Borders,https://rsf.org/en/ranking
GMB,,2016 World Press Freedom Index,press_freedom.htm
GMB, Daily news from the region (Banjul).,Daily Observer,https://observergm.com/
GMB, Gambian newspaper.,The Daily News,http://dailynews.gm/
GMB, Private newspaper published twice weekly (Serrekunda).,Foroyaa Newspaper,http://www.foroyaa.gm/
GMB, National and regional news from the Gambian newspaper.,The Point,http://www.thepoint.gm/
GMB, Gambia related article by the UN news agency.,IRIN News: The challenge of building ¡°New Gambia¡±,http://www.irinnews.org/feature/2016/12/06/challenge-building-¡°new-gambia¡±
GMB, A List of Gambian radio stations broadcasting on the internet.,Gambia Radio Stations,https://thegambiaradio.com/
GMB, Radio Free Gambia on Facebook with general information about The Gambia in English. ,Radio Free Gambia - RFG,https://www.facebook.com/GBroadcastProject/
